titolo_opera_iteatrire,opera_id,wikidata_uri_iteatrire,persona_nome,persona_id
Il Capitan Spavento,71477,https://www.wikidata.org/wiki/Q109002411,Ruzante,17248
Il Capitan Spavento,71477,https://www.wikidata.org/wiki/Q109002411,"Fatouville, Nolant de",19163
Lady Macbeth of the Mtsensk District,71479,https://www.wikidata.org/wiki/Q48614,"Šostakovič, Dmitrij",10466
Lady Macbeth of the Mtsensk District,71479,https://www.wikidata.org/wiki/Q48614,"Prejs, Aleksandr",18470
Lady Macbeth of the Mtsensk District,71479,https://www.wikidata.org/wiki/Q48614,"Leskov, Nikolaj Semënovic",19167
Hänsel und Gretel,71480,https://www.wikidata.org/wiki/Q1099668,"Humperdinck, Engelbert",9606
Hänsel und Gretel,71480,https://www.wikidata.org/wiki/Q1099668,"Wette, Adelheid",9807
The Bartered Bride,71482,https://www.wikidata.org/wiki/Q907745,"Smetana, Bedrich",12431
The Bartered Bride,71482,https://www.wikidata.org/wiki/Q907745,"Sabina, Karel",19233
The Greek Passion,71483,https://www.wikidata.org/wiki/Q3133339,"Martinu, Bohuslav",11351
The Greek Passion,71483,https://www.wikidata.org/wiki/Q3133339,"Kazantzakis, Nikos",19239
String Quartet,71489,https://www.wikidata.org/wiki/Q131686577,"Kyburz, Hanspeter",19346
L'enfant et les sortilèges,71491,https://www.wikidata.org/wiki/Q267467,"Ravel, Maurice",9631
L'enfant et les sortilèges,71491,https://www.wikidata.org/wiki/Q267467,Colette,9904
The Barber of Seville,71495,https://www.wikidata.org/wiki/Q1192391,"Paisiello, Giovanni",9623
The Barber of Seville,71495,https://www.wikidata.org/wiki/Q1192391,"Petrosellini, Giuseppe",9731
Die Herzogin von Chicago,71497,https://www.wikidata.org/wiki/Q3822207,"Kálmán, Emmerich",18335
Die Herzogin von Chicago,71497,https://www.wikidata.org/wiki/Q3822207,"Grünwald, Alfred",18362
Die Herzogin von Chicago,71497,https://www.wikidata.org/wiki/Q3822207,"Brammer, Julius",19488
Job: A Masque for Dancing,71500,https://www.wikidata.org/wiki/Q425722,"Dallapiccola, Luigi",11138
Benvenuto Cellini,71526,https://www.wikidata.org/wiki/Q277846,"Berlioz, Hector",9583
Benvenuto Cellini,71526,https://www.wikidata.org/wiki/Q277846,"Wailly, Léon de",9689
Benvenuto Cellini,71526,https://www.wikidata.org/wiki/Q277846,"Barbier, Auguste",9690
Tancrède,71530,https://www.wikidata.org/wiki/Q3514991,"Campra, André",19907
Pigmalion,71531,https://www.wikidata.org/wiki/Q2718325,"Rameau, Jean-Philippe",9630
Fantasia,71540,https://www.wikidata.org/wiki/Q1395855,"Pachelbel, Johann",19916
Assassinio nella cattedrale,71546,https://www.wikidata.org/wiki/Q3625401,"Pizzetti, Ildebrando",10997
Assassinio nella cattedrale,71546,https://www.wikidata.org/wiki/Q3625401,"Eliot, Thomas Stearns",15993
Káťa Kabanová,71547,https://www.wikidata.org/wiki/Q1322339,"Janácek, Leós",9607
La finta giardiniera,71602,https://www.wikidata.org/wiki/Q785991,"Mozart, Wolfgang Amadeus",9618
Rags,71620,https://www.wikidata.org/wiki/Q7283223,AA. VV.,12613
imperial crown,71629,https://www.wikidata.org/wiki/Q1220245,"Walton, William Turner",13019
firework,71635,https://www.wikidata.org/wiki/Q127933,"Howarth, Elgar",20151
fob,71645,https://www.wikidata.org/wiki/Q29583201,"Arditi, Luigi",9792
oyster sauce,71647,https://www.wikidata.org/wiki/Q780827,"Denza, Luigi",20176
The Cuckoo Murder Case,71649,https://www.wikidata.org/wiki/Q106497297,"Lehmann, Liza",20177
WWA Trios Championship,71662,https://www.wikidata.org/wiki/Q4017439,"Rava, Enrico",20181
WWA Trios Championship,71662,https://www.wikidata.org/wiki/Q4017439,"Parker, Evan",20183
WWA Trios Championship,71662,https://www.wikidata.org/wiki/Q4017439,"Guy, Barry",20188
WWA Trios Championship,71662,https://www.wikidata.org/wiki/Q4017439,"Iannaccone, Michele",20189
aviation safety incident cause,71663,https://www.wikidata.org/wiki/Q19914147,"Wheeler, Kenny",20180
Lighea,71667,https://www.wikidata.org/wiki/Q109242863,"Schiaffini, Giancarlo",11460
Lighea,71667,https://www.wikidata.org/wiki/Q109242863,"Wheeler, Kenny",20180
Lighea,71667,https://www.wikidata.org/wiki/Q109242863,"Rutherford, Paul",20182
Lighea,71667,https://www.wikidata.org/wiki/Q109242863,"Parker, Evan",20183
Lighea,71667,https://www.wikidata.org/wiki/Q109242863,"Guy, Barry",20188
high speed steel,71669,https://www.wikidata.org/wiki/Q1127242,"Stephens, Denzil",20149
albertite,71670,https://www.wikidata.org/wiki/Q301382,"Stephens, Denzil",20149
Les Francs-juges,71672,https://www.wikidata.org/wiki/Q285689,"Berlioz, Hector",9583
Prometheus,71678,https://www.wikidata.org/wiki/Q7249725,"Ferneyhough, Brian",20197
Хронология гибели «Титаника»,71679,https://www.wikidata.org/wiki/Q16714847,"Bryars, Gavin",13472
ghillie,71680,https://www.wikidata.org/wiki/Q3104852,"Maxwell Davies, Peter",13018
dot-com company,71729,https://www.wikidata.org/wiki/Q1194970,"Asher, Meira",20244
pedestrian crossing,71731,https://www.wikidata.org/wiki/Q8010,"Asher, Meira",20244
pedestrian crossing,71731,https://www.wikidata.org/wiki/Q8010,"Harries, Guy",20246
buildings,71732,https://www.wikidata.org/wiki/Q43694649,"Harries, Guy",20246
1000 Airplanes on the Roof,71735,https://www.wikidata.org/wiki/Q1117683,"Asher, Meira",20244
Luanda Sul,71737,https://www.wikidata.org/wiki/Q1872772,"Asher, Meira",20244
plague column,71739,https://www.wikidata.org/wiki/Q26789694,"Harries, Guy",20246
Totsuka-no-Tsurugi,71741,https://www.wikidata.org/wiki/Q2628318,"Harries, Guy",20246
Totsuka-no-Tsurugi,71741,https://www.wikidata.org/wiki/Q2628318,"Asher, Meira",20244
Countess Maritza,71742,https://www.wikidata.org/wiki/Q1551462,"Kálmán, Emmerich",18335
Countess Maritza,71742,https://www.wikidata.org/wiki/Q1551462,"Grünwald, Alfred",18362
Countess Maritza,71742,https://www.wikidata.org/wiki/Q1551462,"Brammer, Julius",19488
Rita,71743,https://www.wikidata.org/wiki/Q838597,"Donizetti, Gaetano",9596
Lo speziale,71744,https://www.wikidata.org/wiki/Q470695,"Haydn, Franz Joseph",9604
Lo speziale,71744,https://www.wikidata.org/wiki/Q470695,"Goldoni, Carlo",9777
La damnation de Faust,71745,https://www.wikidata.org/wiki/Q1144992,"Berlioz, Hector",9583
La damnation de Faust,71745,https://www.wikidata.org/wiki/Q1144992,"Gandonnière, Almire",9693
La damnation de Faust,71745,https://www.wikidata.org/wiki/Q1144992,"Nerval, Gérard de",9694
La damnation de Faust,71745,https://www.wikidata.org/wiki/Q1144992,"Goetze, Walter W.",9948
Romeo and Juliet,71746,https://www.wikidata.org/wiki/Q911487,"Prokof'ev, Sergej",9627
Il figliuol prodigo,71749,https://www.wikidata.org/wiki/Q109002307,"Malipiero, Gianfrancesco",10978
Il figliuol prodigo,71749,https://www.wikidata.org/wiki/Q109002307,"Castellano de' Castellani, Pierozzo",20930
hourglass,71753,https://www.wikidata.org/wiki/Q179904,"Romitelli, Fausto",11445
absolute value,71768,https://www.wikidata.org/wiki/Q120812,"Lanza, Mauro",23084
role,71770,https://www.wikidata.org/wiki/Q1707847,"Agostini, Andrea",12350
La barcarola,71818,https://www.wikidata.org/wiki/Q109241912,"Tansman, Alexandre",11107
Romanza,71820,https://www.wikidata.org/wiki/Q3940750,Anonimo (XVIII sec.),18605
Bourrée Fantasque,71822,https://www.wikidata.org/wiki/Q135403005,"Bach, Johann Sebastian",9882
magnification,71878,https://www.wikidata.org/wiki/Q675287,"Radom, Nicolaus de",23572
Fantasia,71884,https://www.wikidata.org/wiki/Q1395855,"Cato, Diomedes",23568
diplomatic mission,71904,https://www.wikidata.org/wiki/Q213283,"Morricone, Ennio",10368
Ercole su'l Termodonte,71906,https://www.wikidata.org/wiki/Q2541686,"Vivaldi, Antonio",9666
Ercole su'l Termodonte,71906,https://www.wikidata.org/wiki/Q2541686,"Bussani, Giacomo Francesco",9799
Paride ed Elena,71908,https://www.wikidata.org/wiki/Q3810521,"Gluck, Christoph Willibald",9601
Paride ed Elena,71908,https://www.wikidata.org/wiki/Q3810521,"Calzabigi, Ranieri de'",9788
Poetical Remains of the Late Mrs Hemans/A Prayer,71912,https://www.wikidata.org/wiki/Q115005949,"Bonaguri, Piero",23626
L'ajo nell'imbarazzo,71919,https://www.wikidata.org/wiki/Q463726,"Donizetti, Gaetano",9596
bird vocalization,71930,https://www.wikidata.org/wiki/Q1126556,"Diepenbrock, Alphons",23633
bird vocalization,71930,https://www.wikidata.org/wiki/Q1126556,Aristofane,22459
bird vocalization,71971,https://www.wikidata.org/wiki/Q1126556,"Janequin, Clément",23676
Ave Maria,71972,https://www.wikidata.org/wiki/Q15982418,"Kodály, Zoltán",11073
Addio giovinezza!,71983,https://www.wikidata.org/wiki/Q2824148,"Bartók, Béla",9580
Volo di notte,71985,https://www.wikidata.org/wiki/Q915455,"Farkas, Ferenc",23660
Experimentum mundi,71993,https://www.wikidata.org/wiki/Q109243764,"Battistelli, Giorgio",11067
This is the list,72001,https://www.wikidata.org/wiki/Q109243700,"Myslivecek, Josef",18492
Cantilenae Intelectuales de Phoenice Redivivo,72011,https://www.wikidata.org/wiki/Q119166311,"Villa-Lobos, Heitor",11037
threaded rod,72035,https://www.wikidata.org/wiki/Q1607557,"Dvorák, Antonín",9771
Il carnevale di Venezia,72038,https://www.wikidata.org/wiki/Q17632802,"Trojan, Václav",23787
Valse Triste,72041,https://www.wikidata.org/wiki/Q7912618,"Sibelius, Jean",11175
wakefulness,72053,https://www.wikidata.org/wiki/Q246710,"Stockhausen, Karlheinz",9976
free software license,72067,https://www.wikidata.org/wiki/Q3943414,"Bárdos, Lajos",23813
Stabat Mater,72071,https://www.wikidata.org/wiki/Q19055010,"Kodály, Zoltán",11073
Stately quadrille,72090,https://www.wikidata.org/wiki/Q7603950,"Ščedrin, Rodjon",13483
soldering or brazing,72155,https://www.wikidata.org/wiki/Q211387,"Merula, Tarquinio",13393
postpartum period,72156,https://www.wikidata.org/wiki/Q749115,"Marais, Marin",13414
Fantasia,72159,https://www.wikidata.org/wiki/Q1395855,"Hilton, John",24041
continuum,72162,https://www.wikidata.org/wiki/Q1129025,"Serocki, Kazimierz",24045
Salve Regina,72168,https://www.wikidata.org/wiki/Q19167138,"Myslivecek, Josef",18492
Addio giovinezza!,72174,https://www.wikidata.org/wiki/Q2824148,"Brahms, Johannes",9920
La ninna nanna della bambola,72175,https://www.wikidata.org/wiki/Q109002475,"Brahms, Johannes",9920
Un intervento notturno,72177,https://www.wikidata.org/wiki/Q109002305,"Myslivecek, Josef",18492
L'amor d'amico vince ogni altro amore,72196,https://www.wikidata.org/wiki/Q55064630,"Scarlatti, Alessandro",9634
L'amor d'amico vince ogni altro amore,72196,https://www.wikidata.org/wiki/Q55064630,"Morselli, Adriano",24062
spiritual practice,72224,https://www.wikidata.org/wiki/Q2270606,AA. VV.,12613
Eduardo e Cristina,72259,https://www.wikidata.org/wiki/Q898577,"Rossini, Gioachino",9633
Eduardo e Cristina,72259,https://www.wikidata.org/wiki/Q898577,"Schmidt, Giovanni",9913
Eduardo e Cristina,72259,https://www.wikidata.org/wiki/Q898577,"Tottola, Leone Andrea",9932
Guglielmo Ratcliff,72260,https://www.wikidata.org/wiki/Q578781,"Mascagni, Pietro",9611
Guglielmo Ratcliff,72260,https://www.wikidata.org/wiki/Q578781,"Maffei, Andrea",9822
Guglielmo Ratcliff,72260,https://www.wikidata.org/wiki/Q578781,"Heine, Heinrich",9821
Nativity: A Life Story,72294,https://www.wikidata.org/wiki/Q6980120,"Hughes, Langston",12681
Amuri Plain,72305,https://www.wikidata.org/wiki/Q32117060,"Scarpa, Eugenia",11193
Alma Redemptoris Mater,72312,https://www.wikidata.org/wiki/Q124339142,"Palestrina, Giovanni Pierluigi da",10966
Confession of Peter,72317,https://www.wikidata.org/wiki/Q5159991,"Heller, Stephen",24227
Incontro con Rilke,72318,https://www.wikidata.org/wiki/Q24190453,"Veneziani, Vittore",24228
La Loca,72320,https://www.wikidata.org/wiki/Q12032417,Anonimo,34011
biosphere reserve,72321,https://www.wikidata.org/wiki/Q61453609,"Jenssen, Geir",24239
Nobilissima Visione,72329,https://www.wikidata.org/wiki/Q3342523,"Hindemith, Paul",12258
Siberia,72330,https://www.wikidata.org/wiki/Q2292268,"Giordano, Umberto",9599
Siberia,72330,https://www.wikidata.org/wiki/Q2292268,"Illica, Luigi",9710
Cervelle de canut,72333,https://www.wikidata.org/wiki/Q554,"Ferrat, Jean",24297
Le Mondial du tatouage,72334,https://www.wikidata.org/wiki/Q97367957,"Legrand, Michel",24298
Le Mondial du tatouage,72334,https://www.wikidata.org/wiki/Q97367957,"Drejac, Jean",24299
La memoria perduta,72350,https://www.wikidata.org/wiki/Q109242871,"Bihari, János",24340
Iphigénie en Aulide,72355,https://www.wikidata.org/wiki/Q248892,"Gluck, Christoph Willibald",9601
Iphigénie en Aulide,72355,https://www.wikidata.org/wiki/Q248892,"Gaud Leblanc du Roullet, Marie-François-Louis",24466
Iphigénie en Aulide,72355,https://www.wikidata.org/wiki/Q248892,"Racine, Jean",15941
Armide,72356,https://www.wikidata.org/wiki/Q777582,"Gluck, Christoph Willibald",9601
Armide,72356,https://www.wikidata.org/wiki/Q777582,"Quinault, Philippe",24467
Iphigénie en Tauride,72361,https://www.wikidata.org/wiki/Q687822,"Gluck, Christoph Willibald",9601
Iphigénie en Tauride,72361,https://www.wikidata.org/wiki/Q687822,"Guillard, Nicolas-François",9789
La danza delle Libellule,72364,https://www.wikidata.org/wiki/Q62561176,"Lehár, Franz",9861
La danza delle Libellule,72364,https://www.wikidata.org/wiki/Q62561176,"Lombardo, Carlo",12385
La Cage aux Folles,72366,https://www.wikidata.org/wiki/Q2035179,"Herman, Jerry",24814
La Cage aux Folles,72366,https://www.wikidata.org/wiki/Q2035179,"Fierstein, Harvey",24815
Quartetto per archi op. 4 n. 1,72367,https://www.wikidata.org/wiki/Q3927149,"Erkin, Ulvi Cemal",24838
Lost in the Stars,72382,https://www.wikidata.org/wiki/Q1338894,"Weill, Kurt",10367
my ship sails,72383,https://www.wikidata.org/wiki/Q65059751,"Weill, Kurt",10367
Olimpie,72390,https://www.wikidata.org/wiki/Q1351509,"Kraus, Joseph Martin",24879
Olimpie,72390,https://www.wikidata.org/wiki/Q1351509,"Kellgren, Johan Henrik",24880
Syro Sadun Settimino,72412,https://www.wikidata.org/wiki/Q109243944,"Clementi, Aldo",11136
Las medias de una criada,72414,https://www.wikidata.org/wiki/Q19453927,"Garcia, Victor",25023
Der Graf von Luxemburg,72415,https://www.wikidata.org/wiki/Q663965,"Lehár, Franz",9861
Der Graf von Luxemburg,72415,https://www.wikidata.org/wiki/Q663965,"Willner, Alfred M.",25070
Der Graf von Luxemburg,72415,https://www.wikidata.org/wiki/Q663965,"Bodansky, Robert",25071
Frasquita,72416,https://www.wikidata.org/wiki/Q957939,"Lehár, Franz",9861
Frasquita,72416,https://www.wikidata.org/wiki/Q957939,"Willner, Alfred M.",25070
Frasquita,72416,https://www.wikidata.org/wiki/Q957939,"Reichert, Heinz",25092
